table,model,omega,seed,status,n_rows
multiscale_capacities.csv,ABC-embedded-parallel,,19,present,24
multiscale_capacities.csv,ABC-embedded-tied,,0,present,24
multiscale_capacities.csv,ABC-embedded-tied,,1,present,24
multiscale_capacities.csv,ABC-embedded-tied,,2,present,24
multiscale_capacities.csv,ABC-embedded-tied,,3,present,24
multiscale_capacities.csv,ABC-embedded-tied,,4,present,24
multiscale_capacities.csv,ABC-embedded-tied,,5,present,24
multiscale_capacities.csv,ABC-embedded-tied,,6,present,24
multiscale_capacities.csv,ABC-embedded-tied,,7,present,24
multiscale_capacities.csv,ABC-embedded-tied,,8,present,24
multiscale_capacities.csv,ABC-embedded-tied,,9,present,24
multiscale_capacities.csv,ABC-embedded-tied,,10,present,24
multiscale_capacities.csv,ABC-embedded-tied,,11,present,24
multiscale_capacities.csv,ABC-embedded-tied,,12,present,24
multiscale_capacities.csv,ABC-embedded-tied,,13,present,24
multiscale_capacities.csv,ABC-embedded-tied,,14,present,24
multiscale_capacities.csv,ABC-embedded-tied,,15,present,24
multiscale_capacities.csv,ABC-embedded-tied,,16,present,24
multiscale_capacities.csv,ABC-embedded-tied,,17,present,24
multiscale_capacities.csv,ABC-embedded-tied,,18,present,24
multiscale_capacities.csv,ABC-embedded-tied,,19,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,0,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,1,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,2,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,3,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,4,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,5,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,6,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,7,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,8,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,9,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,10,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,11,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,12,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,13,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,14,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,15,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,16,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,17,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,18,present,24
multiscale_capacities.csv,ABC-noaux-B-only,,19,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,0,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,1,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,2,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,3,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,4,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,5,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,6,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,7,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,8,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,9,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,10,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,11,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,12,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,13,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,14,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,15,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,16,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,17,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,18,present,24
multiscale_capacities.csv,ABC-noaux-C-only,,19,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,0,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,1,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,2,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,3,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,4,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,5,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,6,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,7,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,8,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,9,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,10,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,11,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,12,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,13,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,14,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,15,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,16,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,17,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,18,present,24
multiscale_capacities.csv,ABC-noaux-hierarchical,,19,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,0,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,1,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,2,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,3,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,4,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,5,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,6,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,7,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,8,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,9,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,10,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,11,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,12,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,13,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,14,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,15,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,16,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,17,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,18,present,24
multiscale_capacities.csv,ABC-noaux-kraus,,19,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,0,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,1,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,2,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,3,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,4,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,5,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,6,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,7,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,8,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,9,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,10,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,11,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,12,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,13,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,14,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,15,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,16,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,17,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,18,present,24
multiscale_capacities.csv,ABC-noaux-shuffled-history,,19,present,24
multiscale_capacities.csv,ABC-noaux-tied,,0,present,24
multiscale_capacities.csv,ABC-noaux-tied,,1,present,24
multiscale_capacities.csv,ABC-noaux-tied,,2,present,24
multiscale_capacities.csv,ABC-noaux-tied,,3,present,24
multiscale_capacities.csv,ABC-noaux-tied,,4,present,24
multiscale_capacities.csv,ABC-noaux-tied,,5,present,24
multiscale_capacities.csv,ABC-noaux-tied,,6,present,24
multiscale_capacities.csv,ABC-noaux-tied,,7,present,24
multiscale_capacities.csv,ABC-noaux-tied,,8,present,24
multiscale_capacities.csv,ABC-noaux-tied,,9,present,24
multiscale_capacities.csv,ABC-noaux-tied,,10,present,24
multiscale_capacities.csv,ABC-noaux-tied,,11,present,24
multiscale_capacities.csv,ABC-noaux-tied,,12,present,24
multiscale_capacities.csv,ABC-noaux-tied,,13,present,24
multiscale_capacities.csv,ABC-noaux-tied,,14,present,24
multiscale_capacities.csv,ABC-noaux-tied,,15,present,24
multiscale_capacities.csv,ABC-noaux-tied,,16,present,24
multiscale_capacities.csv,ABC-noaux-tied,,17,present,24
multiscale_capacities.csv,ABC-noaux-tied,,18,present,24
multiscale_capacities.csv,ABC-noaux-tied,,19,present,24
multiscale_capacities.csv,M0-noaux,,0,present,24
multiscale_capacities.csv,M0-noaux,,1,present,24
multiscale_capacities.csv,M0-noaux,,2,present,24
multiscale_capacities.csv,M0-noaux,,3,present,24
multiscale_capacities.csv,M0-noaux,,4,present,24
multiscale_capacities.csv,M0-noaux,,5,present,24
multiscale_capacities.csv,M0-noaux,,6,present,24
multiscale_capacities.csv,M0-noaux,,7,present,24
multiscale_capacities.csv,M0-noaux,,8,present,24
multiscale_capacities.csv,M0-noaux,,9,present,24
multiscale_capacities.csv,M0-noaux,,10,present,24
multiscale_capacities.csv,M0-noaux,,11,present,24
multiscale_capacities.csv,M0-noaux,,12,present,24
multiscale_capacities.csv,M0-noaux,,13,present,24
multiscale_capacities.csv,M0-noaux,,14,present,24
multiscale_capacities.csv,M0-noaux,,15,present,24
multiscale_capacities.csv,M0-noaux,,16,present,24
multiscale_capacities.csv,M0-noaux,,17,present,24
multiscale_capacities.csv,M0-noaux,,18,present,24
multiscale_capacities.csv,M0-noaux,,19,present,24
